componente,modulo,grupo_referencia,tipo_prueba,enunciado,opcion_a,opcion_b,opcion_c,opcion_d,correcta,puntaje
Comunicación Escrita,Ciencias Sociales,GRP-16,Específica,Enunciado de la pregunta 870 del componente Comunicación Escrita y módulo Ciencias Sociales.,Opción A de la pregunta 870,Opción B de la pregunta 870,Opción C de la pregunta 870,Opción D de la pregunta 870,C,1.0
Lectura Crítica,Derecho,GRP-25,Genérica,Enunciado de la pregunta 871 del componente Lectura Crítica y módulo Derecho.,Opción A de la pregunta 871,Opción B de la pregunta 871,Opción C de la pregunta 871,Opción D de la pregunta 871,B,1.0
Razonamiento Cuantitativo,Educación,GRP-2,Genérica,Enunciado de la pregunta 872 del componente Razonamiento Cuantitativo y módulo Educación.,Opción A de la pregunta 872,Opción B de la pregunta 872,Opción C de la pregunta 872,Opción D de la pregunta 872,D,1.0
Inglés,Educación,GRP-29,Específica,Enunciado de la pregunta 873 del componente Inglés y módulo Educación.,Opción A de la pregunta 873,Opción B de la pregunta 873,Opción C de la pregunta 873,Opción D de la pregunta 873,B,1.0
Comunicación Escrita,Economía,GRP-49,Genérica,Enunciado de la pregunta 874 del componente Comunicación Escrita y módulo Economía.,Opción A de la pregunta 874,Opción B de la pregunta 874,Opción C de la pregunta 874,Opción D de la pregunta 874,C,1.0
Competencias Ciudadanas,Ciencias Sociales,GRP-11,Genérica,Enunciado de la pregunta 875 del componente Competencias Ciudadanas y módulo Ciencias Sociales.,Opción A de la pregunta 875,Opción B de la pregunta 875,Opción C de la pregunta 875,Opción D de la pregunta 875,D,1.0
Razonamiento Cuantitativo,Economía,GRP-30,Genérica,Enunciado de la pregunta 876 del componente Razonamiento Cuantitativo y módulo Economía.,Opción A de la pregunta 876,Opción B de la pregunta 876,Opción C de la pregunta 876,Opción D de la pregunta 876,C,1.0
Inglés,Arquitectura,GRP-15,Específica,Enunciado de la pregunta 877 del componente Inglés y módulo Arquitectura.,Opción A de la pregunta 877,Opción B de la pregunta 877,Opción C de la pregunta 877,Opción D de la pregunta 877,A,1.0
Lectura Crítica,Salud,GRP-13,Específica,Enunciado de la pregunta 878 del componente Lectura Crítica y módulo Salud.,Opción A de la pregunta 878,Opción B de la pregunta 878,Opción C de la pregunta 878,Opción D de la pregunta 878,C,1.0
Comunicación Escrita,Derecho,GRP-46,Genérica,Enunciado de la pregunta 879 del componente Comunicación Escrita y módulo Derecho.,Opción A de la pregunta 879,Opción B de la pregunta 879,Opción C de la pregunta 879,Opción D de la pregunta 879,A,1.0
Inglés,Salud,GRP-36,Genérica,Enunciado de la pregunta 880 del componente Inglés y módulo Salud.,Opción A de la pregunta 880,Opción B de la pregunta 880,Opción C de la pregunta 880,Opción D de la pregunta 880,B,1.0
Competencias Ciudadanas,Salud,GRP-44,Genérica,Enunciado de la pregunta 881 del componente Competencias Ciudadanas y módulo Salud.,Opción A de la pregunta 881,Opción B de la pregunta 881,Opción C de la pregunta 881,Opción D de la pregunta 881,D,1.0
Comunicación Escrita,Derecho,GRP-22,Específica,Enunciado de la pregunta 882 del componente Comunicación Escrita y módulo Derecho.,Opción A de la pregunta 882,Opción B de la pregunta 882,Opción C de la pregunta 882,Opción D de la pregunta 882,C,1.0
Competencias Ciudadanas,Derecho,GRP-30,Genérica,Enunciado de la pregunta 883 del componente Competencias Ciudadanas y módulo Derecho.,Opción A de la pregunta 883,Opción B de la pregunta 883,Opción C de la pregunta 883,Opción D de la pregunta 883,D,1.0
Lectura Crítica,Salud,GRP-17,Específica,Enunciado de la pregunta 884 del componente Lectura Crítica y módulo Salud.,Opción A de la pregunta 884,Opción B de la pregunta 884,Opción C de la pregunta 884,Opción D de la pregunta 884,A,1.0
Competencias Ciudadanas,Derecho,GRP-18,Genérica,Enunciado de la pregunta 885 del componente Competencias Ciudadanas y módulo Derecho.,Opción A de la pregunta 885,Opción B de la pregunta 885,Opción C de la pregunta 885,Opción D de la pregunta 885,B,1.0
Razonamiento Cuantitativo,Ingeniería,GRP-21,Específica,Enunciado de la pregunta 886 del componente Razonamiento Cuantitativo y módulo Ingeniería.,Opción A de la pregunta 886,Opción B de la pregunta 886,Opción C de la pregunta 886,Opción D de la pregunta 886,A,1.0
Competencias Ciudadanas,Administración,GRP-20,Genérica,Enunciado de la pregunta 887 del componente Competencias Ciudadanas y módulo Administración.,Opción A de la pregunta 887,Opción B de la pregunta 887,Opción C de la pregunta 887,Opción D de la pregunta 887,C,1.0
Inglés,Arquitectura,GRP-4,Genérica,Enunciado de la pregunta 888 del componente Inglés y módulo Arquitectura.,Opción A de la pregunta 888,Opción B de la pregunta 888,Opción C de la pregunta 888,Opción D de la pregunta 888,A,1.0
Lectura Crítica,Educación,GRP-5,Específica,Enunciado de la pregunta 889 del componente Lectura Crítica y módulo Educación.,Opción A de la pregunta 889,Opción B de la pregunta 889,Opción C de la pregunta 889,Opción D de la pregunta 889,B,1.0
Inglés,Salud,GRP-9,Genérica,Enunciado de la pregunta 890 del componente Inglés y módulo Salud.,Opción A de la pregunta 890,Opción B de la pregunta 890,Opción C de la pregunta 890,Opción D de la pregunta 890,D,1.0
Razonamiento Cuantitativo,Educación,GRP-24,Específica,Enunciado de la pregunta 891 del componente Razonamiento Cuantitativo y módulo Educación.,Opción A de la pregunta 891,Opción B de la pregunta 891,Opción C de la pregunta 891,Opción D de la pregunta 891,D,1.0
Inglés,Ingeniería,GRP-18,Específica,Enunciado de la pregunta 892 del componente Inglés y módulo Ingeniería.,Opción A de la pregunta 892,Opción B de la pregunta 892,Opción C de la pregunta 892,Opción D de la pregunta 892,B,1.0
Lectura Crítica,Salud,GRP-28,Genérica,Enunciado de la pregunta 893 del componente Lectura Crítica y módulo Salud.,Opción A de la pregunta 893,Opción B de la pregunta 893,Opción C de la pregunta 893,Opción D de la pregunta 893,A,1.0
Razonamiento Cuantitativo,Salud,GRP-27,Específica,Enunciado de la pregunta 894 del componente Razonamiento Cuantitativo y módulo Salud.,Opción A de la pregunta 894,Opción B de la pregunta 894,Opción C de la pregunta 894,Opción D de la pregunta 894,A,1.0
Lectura Crítica,Economía,GRP-20,Específica,Enunciado de la pregunta 895 del componente Lectura Crítica y módulo Economía.,Opción A de la pregunta 895,Opción B de la pregunta 895,Opción C de la pregunta 895,Opción D de la pregunta 895,C,1.0
Competencias Ciudadanas,Arquitectura,GRP-40,Genérica,Enunciado de la pregunta 896 del componente Competencias Ciudadanas y módulo Arquitectura.,Opción A de la pregunta 896,Opción B de la pregunta 896,Opción C de la pregunta 896,Opción D de la pregunta 896,B,1.0
Competencias Ciudadanas,Ciencias Sociales,GRP-2,Específica,Enunciado de la pregunta 897 del componente Competencias Ciudadanas y módulo Ciencias Sociales.,Opción A de la pregunta 897,Opción B de la pregunta 897,Opción C de la pregunta 897,Opción D de la pregunta 897,B,1.0
Competencias Ciudadanas,Arquitectura,GRP-49,Específica,Enunciado de la pregunta 898 del componente Competencias Ciudadanas y módulo Arquitectura.,Opción A de la pregunta 898,Opción B de la pregunta 898,Opción C de la pregunta 898,Opción D de la pregunta 898,B,1.0
Competencias Ciudadanas,Economía,GRP-41,Específica,Enunciado de la pregunta 899 del componente Competencias Ciudadanas y módulo Economía.,Opción A de la pregunta 899,Opción B de la pregunta 899,Opción C de la pregunta 899,Opción D de la pregunta 899,B,1.0
Inglés,Economía,GRP-37,Genérica,Enunciado de la pregunta 900 del componente Inglés y módulo Economía.,Opción A de la pregunta 900,Opción B de la pregunta 900,Opción C de la pregunta 900,Opción D de la pregunta 900,A,1.0
Inglés,Ingeniería,GRP-26,Genérica,Enunciado de la pregunta 901 del componente Inglés y módulo Ingeniería.,Opción A de la pregunta 901,Opción B de la pregunta 901,Opción C de la pregunta 901,Opción D de la pregunta 901,B,1.0
Inglés,Ingeniería,GRP-31,Genérica,Enunciado de la pregunta 902 del componente Inglés y módulo Ingeniería.,Opción A de la pregunta 902,Opción B de la pregunta 902,Opción C de la pregunta 902,Opción D de la pregunta 902,D,1.0
Comunicación Escrita,Ciencias Sociales,GRP-2,Genérica,Enunciado de la pregunta 903 del componente Comunicación Escrita y módulo Ciencias Sociales.,Opción A de la pregunta 903,Opción B de la pregunta 903,Opción C de la pregunta 903,Opción D de la pregunta 903,A,1.0
Comunicación Escrita,Arquitectura,GRP-4,Específica,Enunciado de la pregunta 904 del componente Comunicación Escrita y módulo Arquitectura.,Opción A de la pregunta 904,Opción B de la pregunta 904,Opción C de la pregunta 904,Opción D de la pregunta 904,C,1.0
Comunicación Escrita,Educación,GRP-28,Genérica,Enunciado de la pregunta 905 del componente Comunicación Escrita y módulo Educación.,Opción A de la pregunta 905,Opción B de la pregunta 905,Opción C de la pregunta 905,Opción D de la pregunta 905,D,1.0
Razonamiento Cuantitativo,Ciencias Sociales,GRP-4,Específica,Enunciado de la pregunta 906 del componente Razonamiento Cuantitativo y módulo Ciencias Sociales.,Opción A de la pregunta 906,Opción B de la pregunta 906,Opción C de la pregunta 906,Opción D de la pregunta 906,D,1.0
Razonamiento Cuantitativo,Salud,GRP-23,Genérica,Enunciado de la pregunta 907 del componente Razonamiento Cuantitativo y módulo Salud.,Opción A de la pregunta 907,Opción B de la pregunta 907,Opción C de la pregunta 907,Opción D de la pregunta 907,C,1.0
Competencias Ciudadanas,Ingeniería,GRP-18,Específica,Enunciado de la pregunta 908 del componente Competencias Ciudadanas y módulo Ingeniería.,Opción A de la pregunta 908,Opción B de la pregunta 908,Opción C de la pregunta 908,Opción D de la pregunta 908,C,1.0
Lectura Crítica,Derecho,GRP-1,Genérica,Enunciado de la pregunta 909 del componente Lectura Crítica y módulo Derecho.,Opción A de la pregunta 909,Opción B de la pregunta 909,Opción C de la pregunta 909,Opción D de la pregunta 909,B,1.0
Comunicación Escrita,Ingeniería,GRP-9,Específica,Enunciado de la pregunta 910 del componente Comunicación Escrita y módulo Ingeniería.,Opción A de la pregunta 910,Opción B de la pregunta 910,Opción C de la pregunta 910,Opción D de la pregunta 910,D,1.0
Competencias Ciudadanas,Administración,GRP-3,Genérica,Enunciado de la pregunta 911 del componente Competencias Ciudadanas y módulo Administración.,Opción A de la pregunta 911,Opción B de la pregunta 911,Opción C de la pregunta 911,Opción D de la pregunta 911,C,1.0
Lectura Crítica,Arquitectura,GRP-36,Genérica,Enunciado de la pregunta 912 del componente Lectura Crítica y módulo Arquitectura.,Opción A de la pregunta 912,Opción B de la pregunta 912,Opción C de la pregunta 912,Opción D de la pregunta 912,D,1.0
Comunicación Escrita,Educación,GRP-29,Específica,Enunciado de la pregunta 913 del componente Comunicación Escrita y módulo Educación.,Opción A de la pregunta 913,Opción B de la pregunta 913,Opción C de la pregunta 913,Opción D de la pregunta 913,B,1.0
Lectura Crítica,Salud,GRP-38,Específica,Enunciado de la pregunta 914 del componente Lectura Crítica y módulo Salud.,Opción A de la pregunta 914,Opción B de la pregunta 914,Opción C de la pregunta 914,Opción D de la pregunta 914,B,1.0
Inglés,Economía,GRP-30,Genérica,Enunciado de la pregunta 915 del componente Inglés y módulo Economía.,Opción A de la pregunta 915,Opción B de la pregunta 915,Opción C de la pregunta 915,Opción D de la pregunta 915,A,1.0
Razonamiento Cuantitativo,Salud,GRP-1,Específica,Enunciado de la pregunta 916 del componente Razonamiento Cuantitativo y módulo Salud.,Opción A de la pregunta 916,Opción B de la pregunta 916,Opción C de la pregunta 916,Opción D de la pregunta 916,D,1.0
Inglés,Ingeniería,GRP-5,Específica,Enunciado de la pregunta 917 del componente Inglés y módulo Ingeniería.,Opción A de la pregunta 917,Opción B de la pregunta 917,Opción C de la pregunta 917,Opción D de la pregunta 917,D,1.0
Competencias Ciudadanas,Economía,GRP-19,Genérica,Enunciado de la pregunta 918 del componente Competencias Ciudadanas y módulo Economía.,Opción A de la pregunta 918,Opción B de la pregunta 918,Opción C de la pregunta 918,Opción D de la pregunta 918,B,1.0
Competencias Ciudadanas,Economía,GRP-43,Específica,Enunciado de la pregunta 919 del componente Competencias Ciudadanas y módulo Economía.,Opción A de la pregunta 919,Opción B de la pregunta 919,Opción C de la pregunta 919,Opción D de la pregunta 919,D,1.0
Razonamiento Cuantitativo,Ciencias Sociales,GRP-30,Genérica,Enunciado de la pregunta 920 del componente Razonamiento Cuantitativo y módulo Ciencias Sociales.,Opción A de la pregunta 920,Opción B de la pregunta 920,Opción C de la pregunta 920,Opción D de la pregunta 920,B,1.0
Inglés,Derecho,GRP-22,Genérica,Enunciado de la pregunta 921 del componente Inglés y módulo Derecho.,Opción A de la pregunta 921,Opción B de la pregunta 921,Opción C de la pregunta 921,Opción D de la pregunta 921,A,1.0
Inglés,Ciencias Sociales,GRP-24,Específica,Enunciado de la pregunta 922 del componente Inglés y módulo Ciencias Sociales.,Opción A de la pregunta 922,Opción B de la pregunta 922,Opción C de la pregunta 922,Opción D de la pregunta 922,C,1.0
Inglés,Derecho,GRP-7,Específica,Enunciado de la pregunta 923 del componente Inglés y módulo Derecho.,Opción A de la pregunta 923,Opción B de la pregunta 923,Opción C de la pregunta 923,Opción D de la pregunta 923,A,1.0
Inglés,Arquitectura,GRP-1,Específica,Enunciado de la pregunta 924 del componente Inglés y módulo Arquitectura.,Opción A de la pregunta 924,Opción B de la pregunta 924,Opción C de la pregunta 924,Opción D de la pregunta 924,C,1.0
Competencias Ciudadanas,Administración,GRP-31,Genérica,Enunciado de la pregunta 925 del componente Competencias Ciudadanas y módulo Administración.,Opción A de la pregunta 925,Opción B de la pregunta 925,Opción C de la pregunta 925,Opción D de la pregunta 925,D,1.0
Lectura Crítica,Economía,GRP-38,Específica,Enunciado de la pregunta 926 del componente Lectura Crítica y módulo Economía.,Opción A de la pregunta 926,Opción B de la pregunta 926,Opción C de la pregunta 926,Opción D de la pregunta 926,D,1.0
Inglés,Educación,GRP-22,Específica,Enunciado de la pregunta 927 del componente Inglés y módulo Educación.,Opción A de la pregunta 927,Opción B de la pregunta 927,Opción C de la pregunta 927,Opción D de la pregunta 927,D,1.0
Comunicación Escrita,Ingeniería,GRP-17,Específica,Enunciado de la pregunta 928 del componente Comunicación Escrita y módulo Ingeniería.,Opción A de la pregunta 928,Opción B de la pregunta 928,Opción C de la pregunta 928,Opción D de la pregunta 928,D,1.0
Razonamiento Cuantitativo,Salud,GRP-33,Específica,Enunciado de la pregunta 929 del componente Razonamiento Cuantitativo y módulo Salud.,Opción A de la pregunta 929,Opción B de la pregunta 929,Opción C de la pregunta 929,Opción D de la pregunta 929,C,1.0
Competencias Ciudadanas,Arquitectura,GRP-14,Genérica,Enunciado de la pregunta 930 del componente Competencias Ciudadanas y módulo Arquitectura.,Opción A de la pregunta 930,Opción B de la pregunta 930,Opción C de la pregunta 930,Opción D de la pregunta 930,B,1.0
