pregunta,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,grupo_referencia,modulo,tipo_prueba
"Pregunta 939: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 939,Opción B para pregunta 939,Opción C para pregunta 939,Opción D para pregunta 939,D,Inglés,Genérico,Genérica
"Pregunta 940: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 940,Opción B para pregunta 940,Opción C para pregunta 940,Opción D para pregunta 940,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 941: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 941,Opción B para pregunta 941,Opción C para pregunta 941,Opción D para pregunta 941,D,Comunicación escrita,Administración,Específica
"Pregunta 942: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 942,Opción B para pregunta 942,Opción C para pregunta 942,Opción D para pregunta 942,C,Lectura crítica,Ciencias sociales,Específica
"Pregunta 943: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 943,Opción B para pregunta 943,Opción C para pregunta 943,Opción D para pregunta 943,B,Competencias ciudadanas,Administración,Específica
"Pregunta 944: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 944,Opción B para pregunta 944,Opción C para pregunta 944,Opción D para pregunta 944,C,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 945: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 945,Opción B para pregunta 945,Opción C para pregunta 945,Opción D para pregunta 945,B,Comunicación escrita,Genérico,Genérica
"Pregunta 946: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 946,Opción B para pregunta 946,Opción C para pregunta 946,Opción D para pregunta 946,B,Competencias ciudadanas,Genérico,Genérica
"Pregunta 947: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 947,Opción B para pregunta 947,Opción C para pregunta 947,Opción D para pregunta 947,D,Inglés,Genérico,Genérica
"Pregunta 948: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 948,Opción B para pregunta 948,Opción C para pregunta 948,Opción D para pregunta 948,B,Comunicación escrita,Genérico,Genérica
"Pregunta 949: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 949,Opción B para pregunta 949,Opción C para pregunta 949,Opción D para pregunta 949,C,Lectura crítica,Genérico,Genérica
"Pregunta 950: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 950,Opción B para pregunta 950,Opción C para pregunta 950,Opción D para pregunta 950,A,Inglés,Educación,Específica
"Pregunta 951: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 951,Opción B para pregunta 951,Opción C para pregunta 951,Opción D para pregunta 951,D,Comunicación escrita,Genérico,Genérica
"Pregunta 952: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 952,Opción B para pregunta 952,Opción C para pregunta 952,Opción D para pregunta 952,D,Competencias ciudadanas,Administración,Específica
"Pregunta 953: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 953,Opción B para pregunta 953,Opción C para pregunta 953,Opción D para pregunta 953,B,Comunicación escrita,Ingeniería,Específica
"Pregunta 954: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 954,Opción B para pregunta 954,Opción C para pregunta 954,Opción D para pregunta 954,C,Competencias ciudadanas,Ingeniería,Específica
"Pregunta 955: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 955,Opción B para pregunta 955,Opción C para pregunta 955,Opción D para pregunta 955,B,Inglés,Genérico,Genérica
"Pregunta 956: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 956,Opción B para pregunta 956,Opción C para pregunta 956,Opción D para pregunta 956,C,Lectura crítica,Genérico,Genérica
"Pregunta 957: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 957,Opción B para pregunta 957,Opción C para pregunta 957,Opción D para pregunta 957,D,Razonamiento cuantitativo,Educación,Específica
"Pregunta 958: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 958,Opción B para pregunta 958,Opción C para pregunta 958,Opción D para pregunta 958,A,Competencias ciudadanas,Genérico,Genérica
"Pregunta 959: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 959,Opción B para pregunta 959,Opción C para pregunta 959,Opción D para pregunta 959,C,Comunicación escrita,Genérico,Genérica
"Pregunta 960: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 960,Opción B para pregunta 960,Opción C para pregunta 960,Opción D para pregunta 960,B,Competencias ciudadanas,Genérico,Genérica
"Pregunta 961: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 961,Opción B para pregunta 961,Opción C para pregunta 961,Opción D para pregunta 961,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 962: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 962,Opción B para pregunta 962,Opción C para pregunta 962,Opción D para pregunta 962,B,Lectura crítica,Genérico,Genérica
"Pregunta 963: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 963,Opción B para pregunta 963,Opción C para pregunta 963,Opción D para pregunta 963,D,Razonamiento cuantitativo,Ingeniería,Específica
"Pregunta 964: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 964,Opción B para pregunta 964,Opción C para pregunta 964,Opción D para pregunta 964,A,Inglés,Genérico,Genérica
"Pregunta 965: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 965,Opción B para pregunta 965,Opción C para pregunta 965,Opción D para pregunta 965,B,Comunicación escrita,Educación,Específica
"Pregunta 966: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 966,Opción B para pregunta 966,Opción C para pregunta 966,Opción D para pregunta 966,C,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 967: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 967,Opción B para pregunta 967,Opción C para pregunta 967,Opción D para pregunta 967,B,Razonamiento cuantitativo,Administración,Específica
"Pregunta 968: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 968,Opción B para pregunta 968,Opción C para pregunta 968,Opción D para pregunta 968,C,Lectura crítica,Administración,Específica
"Pregunta 969: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 969,Opción B para pregunta 969,Opción C para pregunta 969,Opción D para pregunta 969,D,Inglés,Genérico,Genérica
"Pregunta 970: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 970,Opción B para pregunta 970,Opción C para pregunta 970,Opción D para pregunta 970,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 971: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 971,Opción B para pregunta 971,Opción C para pregunta 971,Opción D para pregunta 971,D,Competencias ciudadanas,Ciencias sociales,Específica
"Pregunta 972: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 972,Opción B para pregunta 972,Opción C para pregunta 972,Opción D para pregunta 972,B,Razonamiento cuantitativo,Administración,Específica
"Pregunta 973: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 973,Opción B para pregunta 973,Opción C para pregunta 973,Opción D para pregunta 973,C,Razonamiento cuantitativo,Ciencias sociales,Específica
"Pregunta 974: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 974,Opción B para pregunta 974,Opción C para pregunta 974,Opción D para pregunta 974,B,Lectura crítica,Salud,Específica
"Pregunta 975: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 975,Opción B para pregunta 975,Opción C para pregunta 975,Opción D para pregunta 975,A,Comunicación escrita,Ciencias sociales,Específica
"Pregunta 976: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 976,Opción B para pregunta 976,Opción C para pregunta 976,Opción D para pregunta 976,D,Competencias ciudadanas,Ingeniería,Específica
"Pregunta 977: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 977,Opción B para pregunta 977,Opción C para pregunta 977,Opción D para pregunta 977,B,Inglés,Genérico,Genérica
"Pregunta 978: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 978,Opción B para pregunta 978,Opción C para pregunta 978,Opción D para pregunta 978,A,Inglés,Genérico,Genérica
"Pregunta 979: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 979,Opción B para pregunta 979,Opción C para pregunta 979,Opción D para pregunta 979,D,Comunicación escrita,Genérico,Genérica
"Pregunta 980: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 980,Opción B para pregunta 980,Opción C para pregunta 980,Opción D para pregunta 980,D,Lectura crítica,Ciencias sociales,Específica
"Pregunta 981: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 981,Opción B para pregunta 981,Opción C para pregunta 981,Opción D para pregunta 981,A,Comunicación escrita,Genérico,Genérica
"Pregunta 982: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 982,Opción B para pregunta 982,Opción C para pregunta 982,Opción D para pregunta 982,A,Lectura crítica,Genérico,Genérica
"Pregunta 983: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 983,Opción B para pregunta 983,Opción C para pregunta 983,Opción D para pregunta 983,B,Inglés,Ciencias sociales,Específica
"Pregunta 984: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 984,Opción B para pregunta 984,Opción C para pregunta 984,Opción D para pregunta 984,C,Razonamiento cuantitativo,Salud,Específica
"Pregunta 985: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 985,Opción B para pregunta 985,Opción C para pregunta 985,Opción D para pregunta 985,B,Lectura crítica,Administración,Específica
"Pregunta 986: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 986,Opción B para pregunta 986,Opción C para pregunta 986,Opción D para pregunta 986,B,Comunicación escrita,Salud,Específica
"Pregunta 987: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 987,Opción B para pregunta 987,Opción C para pregunta 987,Opción D para pregunta 987,D,Competencias ciudadanas,Genérico,Genérica
"Pregunta 988: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 988,Opción B para pregunta 988,Opción C para pregunta 988,Opción D para pregunta 988,A,Inglés,Genérico,Genérica
"Pregunta 989: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 989,Opción B para pregunta 989,Opción C para pregunta 989,Opción D para pregunta 989,D,Competencias ciudadanas,Genérico,Genérica
"Pregunta 990: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 990,Opción B para pregunta 990,Opción C para pregunta 990,Opción D para pregunta 990,C,Razonamiento cuantitativo,Genérico,Genérica
