componente,modulo,grupo_ref,tipo_prueba,enunciado,op_a,op_b,op_c,op_d,correcta
Comunicación Escrita,Estructura de Textos,Ingeniería,generica,"Complete el conector adecuado en contexto de Estructura de Textos (Ingeniería): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Ingeniería de Software,Ingeniería,especifica,"Complete el conector adecuado en contexto de Ingeniería de Software (Ingeniería): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Salud Pública,Salud,especifica,Complete el conector adecuado en contexto de Salud Pública (Salud): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Adecuación y Cohesión,Educación,generica,"Complete el conector adecuado en contexto de Adecuación y Cohesión (Educación): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Administración Financiera,Administración,especifica,Complete el conector adecuado en contexto de Administración Financiera (Administración): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Inglés,Recursos Humanos,Administración,especifica,"[Recursos Humanos - Administración] Choose the option that best completes the sentence: 'If the data ___ cleaned, the model will underperform.'",isn't,weren't,aren't,hasn't,A
Inglés,Vocabulary,Administración,generica,"[Vocabulary - Administración] Choose the option that best completes the sentence: 'If the data ___ cleaned, the model will underperform.'",isn't,weren't,aren't,hasn't,A
Inglés,Reading,Administración,generica,"[Reading - Administración] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Logística,Administración,especifica,"[Logística - Administración] Choose the option that best completes the sentence: 'If the data ___ cleaned, the model will underperform.'",isn't,weren't,aren't,hasn't,A
Inglés,Análisis de Señales,Ingeniería,especifica,[Análisis de Señales - Ingeniería] Select the synonym of 'enhance' in context:,diminish,improve,neglect,replace,B
Inglés,Use of English,Salud,generica,"[Use of English - Salud] Choose the option that best completes the sentence: 'If the data ___ cleaned, the model will underperform.'",isn't,weren't,aren't,hasn't,A
Inglés,Tecnología Educativa,Educación,especifica,"[Tecnología Educativa - Educación] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Vocabulary,Tecnología,generica,"[Vocabulary - Tecnología] Choose the option that best completes the sentence: 'If the data ___ cleaned, the model will underperform.'",isn't,weren't,aren't,hasn't,A
Inglés,Reading,Administración,generica,[Reading - Administración] Select the synonym of 'enhance' in context:,diminish,improve,neglect,replace,B
Inglés,Vocabulary,Educación,generica,"[Vocabulary - Educación] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Grammar,Salud,generica,[Grammar - Salud] Select the synonym of 'enhance' in context:,diminish,improve,neglect,replace,B
Inglés,Use of English,Educación,generica,[Use of English - Educación] Select the synonym of 'enhance' in context:,diminish,improve,neglect,replace,B
Inglés,Reading,Educación,generica,"[Reading - Educación] Choose the option that best completes the sentence: 'If the data ___ cleaned, the model will underperform.'",isn't,weren't,aren't,hasn't,A
Inglés,Fisiología,Salud,especifica,"[Fisiología - Salud] Choose the option that best completes the sentence: 'If the data ___ cleaned, the model will underperform.'",isn't,weren't,aren't,hasn't,A
Inglés,Grammar,Derecho,generica,"[Grammar - Derecho] Choose the option that best completes the sentence: 'If the data ___ cleaned, the model will underperform.'",isn't,weren't,aren't,hasn't,A
Inglés,Grammar,Derecho,generica,"[Grammar - Derecho] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Reading,Educación,generica,"[Reading - Educación] Choose the option that best completes the sentence: 'If the data ___ cleaned, the model will underperform.'",isn't,weren't,aren't,hasn't,A
Inglés,Epidemiología,Salud,especifica,[Epidemiología - Salud] Select the synonym of 'enhance' in context:,diminish,improve,neglect,replace,B
Inglés,Vocabulary,Tecnología,generica,[Vocabulary - Tecnología] Select the synonym of 'enhance' in context:,diminish,improve,neglect,replace,B
Inglés,Ciencia de Datos,Tecnología,especifica,"[Ciencia de Datos - Tecnología] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Grammar,Derecho,generica,[Grammar - Derecho] Select the synonym of 'enhance' in context:,diminish,improve,neglect,replace,B
Inglés,Logística,Administración,especifica,"[Logística - Administración] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Reading,Salud,generica,"[Reading - Salud] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Reading,Derecho,generica,"[Reading - Derecho] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Grammar,Tecnología,generica,"[Grammar - Tecnología] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Administración Financiera,Administración,especifica,"[Administración Financiera - Administración] Choose the option that best completes the sentence: 'If the data ___ cleaned, the model will underperform.'",isn't,weren't,aren't,hasn't,A
Inglés,Ingeniería de Software,Ingeniería,especifica,"[Ingeniería de Software - Ingeniería] Choose the option that best completes the sentence: 'If the data ___ cleaned, the model will underperform.'",isn't,weren't,aren't,hasn't,A
Inglés,Didáctica,Educación,especifica,[Didáctica - Educación] Select the synonym of 'enhance' in context:,diminish,improve,neglect,replace,B
Inglés,Vocabulary,Salud,generica,"[Vocabulary - Salud] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Vocabulary,Derecho,generica,"[Vocabulary - Derecho] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Reading,Ingeniería,generica,"[Reading - Ingeniería] Choose the option that best completes the sentence: 'If the data ___ cleaned, the model will underperform.'",isn't,weren't,aren't,hasn't,A
Inglés,Derecho Laboral,Derecho,especifica,"[Derecho Laboral - Derecho] Choose the option that best completes the sentence: 'If the data ___ cleaned, the model will underperform.'",isn't,weren't,aren't,hasn't,A
Inglés,Seguridad Informática,Tecnología,especifica,[Seguridad Informática - Tecnología] Select the synonym of 'enhance' in context:,diminish,improve,neglect,replace,B
Inglés,Use of English,Ingeniería,generica,"[Use of English - Ingeniería] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Desarrollo Web,Tecnología,especifica,"[Desarrollo Web - Tecnología] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Reading,Salud,generica,"[Reading - Salud] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Análisis de Señales,Ingeniería,especifica,[Análisis de Señales - Ingeniería] Select the synonym of 'enhance' in context:,diminish,improve,neglect,replace,B
Inglés,Grammar,Tecnología,generica,[Grammar - Tecnología] Select the synonym of 'enhance' in context:,diminish,improve,neglect,replace,B
Inglés,Grammar,Educación,generica,"[Grammar - Educación] Choose the option that best completes the sentence: 'If the data ___ cleaned, the model will underperform.'",isn't,weren't,aren't,hasn't,A
Inglés,Vocabulary,Educación,generica,"[Vocabulary - Educación] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Reading,Administración,generica,"[Reading - Administración] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Reading,Educación,generica,[Reading - Educación] Select the synonym of 'enhance' in context:,diminish,improve,neglect,replace,B
Inglés,Reading,Salud,generica,[Reading - Salud] Select the synonym of 'enhance' in context:,diminish,improve,neglect,replace,B
Inglés,Vocabulary,Ingeniería,generica,"[Vocabulary - Ingeniería] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Grammar,Ingeniería,generica,"[Grammar - Ingeniería] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Análisis de Señales,Ingeniería,especifica,"[Análisis de Señales - Ingeniería] Choose the option that best completes the sentence: 'If the data ___ cleaned, the model will underperform.'",isn't,weren't,aren't,hasn't,A
Inglés,Reading,Salud,generica,"[Reading - Salud] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Arquitectura de Computadores,Tecnología,especifica,"[Arquitectura de Computadores - Tecnología] Choose the option that best completes the sentence: 'If the data ___ cleaned, the model will underperform.'",isn't,weren't,aren't,hasn't,A
Inglés,Reading,Derecho,generica,[Reading - Derecho] Select the synonym of 'enhance' in context:,diminish,improve,neglect,replace,B
Inglés,Grammar,Administración,generica,"[Grammar - Administración] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Currículo,Educación,especifica,[Currículo - Educación] Select the synonym of 'enhance' in context:,diminish,improve,neglect,replace,B
Inglés,Grammar,Ingeniería,generica,"[Grammar - Ingeniería] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Teoría del Derecho,Derecho,especifica,"[Teoría del Derecho - Derecho] In project management, a 'milestone' is best defined as a:",critical failure,measurable checkpoint,budget overrun,daily task,B
Inglés,Grammar,Tecnología,generica,"[Grammar - Tecnología] Choose the option that best completes the sentence: 'If the data ___ cleaned, the model will underperform.'",isn't,weren't,aren't,hasn't,A
Inglés,Didáctica,Educación,especifica,[Didáctica - Educación] Select the synonym of 'enhance' in context:,diminish,improve,neglect,replace,B
Inglés,Vocabulary,Derecho,generica,[Vocabulary - Derecho] Select the synonym of 'enhance' in context:,diminish,improve,neglect,replace,B
Inglés,Vocabulary,Ingeniería,generica,[Vocabulary - Ingeniería] Select the synonym of 'enhance' in context:,diminish,improve,neglect,replace,B
Inglés,Reading,Ingeniería,generica,"[Reading - Ingeniería] Choose the option that best completes the sentence: 'If the data ___ cleaned, the model will underperform.'",isn't,weren't,aren't,hasn't,A
Inglés,Vocabulary,Ingeniería,generica,[Vocabulary - Ingeniería] Select the synonym of 'enhance' in context:,diminish,improve,neglect,replace,B
